Domain,Having_IP,Have_At_Sign,URL_Length,URL_Depth,Redirection,HTTP_in_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Iframe,Mouse_Over,Right_Click,Web_Forwards,Label
www.womenhealth.aureliusconferences.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
att-100557.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.sackzelfbouw.be,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.rajsaubhag.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.wwf.org.au,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
banco.bogota1.repl.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.cfirst.org.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.vadp.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
attmaillloginpage.square.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
defiactivationplus.live,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.tmjmac.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.hnsa.org.in,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.mentorformacion.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
src.trybit.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.noahshope.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
maildinshaakckjnw327.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.1inchfi.pro,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.red-lang.org,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.baggindope.su,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.isitdownrightnow.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.hiy.vidzi.tv,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.abcvendingproducts.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.thedronegirl.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.lju-airport.si,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.ddeville.me,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.geneclark.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.poksa.at,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sellingdelawarehomes.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.tinyadventuresjourney.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.narit.or.th,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
www.tallgrasssudbury.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ticketnews.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.shroot.co.uk,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.westgrovehotel.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.mariinsky.ru,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.cfnmking.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.catholicboy.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.runczech.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.socal.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
prisedecontactservice.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.languagegeek.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
africaforsdgs.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
www.honeycomb.io,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
undergrdf.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.visteme.mx,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
www.dinosaurdiscovery.co.nz,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.telenav.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.eljc.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.cbmconnect.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
adobe-document.auth-meta.workers.dev,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
spk-tanverfahren.info,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
maildinshaakckjnw610.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.arlowolf.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.cityoftyler.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.neon-entertainment.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
www.getfixed.xyz,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
fieini.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.franceholidayapartments.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.qpragpmmbglnkk.in,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.lasalle-academy.org,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6b196a9c-043f-49b7-82dd-be1e0e3d7bc4.id.repl.co,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
dhlexpress.832600.spy06wuk.club,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
aol-104589.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.manitouwadge.ca,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.issup.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.filmsdelover.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.universal-music.co.jp,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
industrialguataemalabanktujgi.quarguatmela51.repl.co,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.hart-uk.org,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
euro-millionlottery.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.marketingweek.com,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
www.derechosdigitales.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.pulsana.ml,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.yourclassickitchens.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.steveo.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.broscheid.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.solydxk.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.landgrantholyland.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.blakes.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.adlir.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.lincolntimesnews.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.grameen-info.org,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
m.facebookk.net.drhertoncosta.com.br,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.bmw0022.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.ndnmag.fr,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
43.134.163.95,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
www.darkerthangreen.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.greatwalktobeijing.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.5bet988.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ourbodiesourselves.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
smkw-v5wt-n.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.sceptrevacations.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.karrcreative.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.marylandattorneygeneral.gov,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
rockwoodsinternationalschool.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
www.sweetbeginningsbakeshop.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.druzellecederquist.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.scienceandnonduality.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.thelocalrose.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.city.matsumoto.nagano.jp,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.kelvinjenkins.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.accounts.grnail-signin.ga,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.mjamtaart.nl,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.embalagensbelavista.com.br,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.melodyh.ga,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
misjrd-sav.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.bitdegree.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.digiturkplay.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sjanbvx5t.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
case771045-appeal-verification.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
nmve.xyz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.astrum.in,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.galeriebb.de,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
dutsh-helppackage.ecranul.ro,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.nieuws.co,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.thelist.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.altogetherchristmas.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.cvent.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.wilsonamplifiers.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.starttoto.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.themodernsurvivalist.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
fb-business-appeal-ffbdd.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.beyondthepasta.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.1940snewyork.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.scdf.gov.sg,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.structclub.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.businessscards.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
storageapi.fleek.co,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.eoiriyadh.gov.in,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.saisaocard.co.jp.vxaabt.top,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.millerp.cf,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.fotokoch.de,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.khabaronline.ir,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
maildinshaakckjnw341.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
